student_key,student_id,student_name,date_of_birth,grade,contact_number
1693,S01693,richard hernandez,2013-08-16,Grade 1,+19222789578
1694,S01694,monique grant,2012-03-06,Grade 3,+16124775554
1695,S01695,paul howard,2010-05-30,Grade 1,+16515286070
1696,S01696,heidi lee,2011-09-17,Grade 4,+13636939683
1697,S01697,kristina gomez,2011-04-28,Grade 2,+16388843118
1698,S01698,shelley bryant,2006-05-24,Grade 4,+19303659572
1699,S01699,sheri wiley,2008-08-10,Grade 4,+17405087752
1700,S01700,stephanie lee,2013-02-21,Grade 5,+17655922914
1701,S01701,blake cook,2010-11-10,Grade 1,+13109964274
1702,S01702,stephanie johnson,2007-03-28,Grade 1,+12777924920
1703,S01703,david sutton,2011-09-30,Grade 3,n/a
1704,S01704,chad archer,2007-08-17,Grade 1,+16316915012
1705,S01705,philip smith,2009-06-26,Grade 4,+18584618017
1706,S01706,lori cook,2009-04-17,Grade 3,+12262466938
1707,S01707,steven townsend,2012-02-22,Grade 5,+18397923767
1708,S01708,cheryl harvey,2017-02-15,Grade 3,+14764538866
1709,S01709,kimberly rose,2012-02-19,Grade 4,+16492704212
1710,S01710,kenneth miller,2011-04-27,Grade 1,+18606316932
1711,S01711,trevor pollard,2014-08-26,Grade 5,+16973458166
1712,S01712,mark chung,2009-02-07,Grade 1,+14514496726
1713,S01713,heidi foster,2014-02-25,Grade 2,+14677385867
1714,S01714,erica olson,2016-10-11,Grade 3,+14118593368
1715,S01715,rick allen,2015-08-02,Grade 4,+12228470428
1716,S01716,kathleen gates,2009-10-31,Grade 4,+18697985306
1717,S01717,joe york,2010-08-29,Grade 1,+18784703860
1718,S01718,sarah smith,2018-02-06,Grade 2,+15508000020
1719,S01719,cindy riley,2006-07-10,Grade 1,+19648169718
1720,S01720,thomas morgan,2017-04-22,Grade 4,+15459719562
1721,S01721,michael roberts,2006-03-22,Grade 4,+14019180717
1722,S01722,deanna burgess,2011-06-12,Grade 5,+13693763423
1723,S01723,tammy hood,2012-01-29,Grade 3,+14612722217
1724,S01724,luis lawson,2013-04-16,Grade 4,+14008497070
1725,S01725,jonathan wong jr.,2018-02-11,Grade 2,+13536429578
1726,S01726,steven lowe,2018-11-15,Grade 5,+15083338845
1727,S01727,marisa ramos,2011-01-03,Grade 5,+18374641634
1728,S01728,anthony green,2011-04-16,Grade 4,+16974099179
1729,S01729,john miller,2006-11-07,Grade 2,+17424003419
1730,S01730,rachel reed,2017-01-24,Grade 5,+17272782307
1731,S01731,david rivera md,2016-04-12,Grade 2,+16882299324
1732,S01732,levi boyd,2014-04-27,Grade 3,+15344525274
1733,S01733,kenneth ford,2016-06-19,Grade 4,+17664260762
1734,S01734,michael hall,2012-10-28,Grade 5,+12258316227
1735,S01735,marie bishop,2008-01-26,Grade 4,+18467972851
1736,S01736,jessica smith,2011-09-25,Grade 3,+15267645149
1737,S01737,wanda turner,2009-03-21,Grade 1,+16696864784
1738,S01738,lisa rodriguez,2015-04-08,Grade 5,+19436945857
1739,S01739,lindsey sparks,2012-12-16,Grade 5,+13292972598
1740,S01740,marilyn white,2015-10-30,Grade 5,+12923384300
1741,S01741,hannah hayden,2012-03-03,Grade 3,+14657019932
1742,S01742,john taylor,2012-12-23,Grade 3,+15084380183
1743,S01743,daniel mann,2009-03-07,Grade 5,+19629132428
1744,S01744,richard liu,2017-12-10,Grade 3,+16879324637
1745,S01745,christopher roach,2013-06-26,Grade 1,+12729124090
1746,S01746,isaac carr,2008-11-22,Grade 2,+14136274164
1747,S01747,adam williams,2012-07-15,Grade 3,+17577018257
1748,S01748,alyssa bailey,2010-08-01,Grade 3,+12712252915
1749,S01749,derek haynes,2007-11-16,Grade 4,+13003104234
1750,S01750,erika smith,2008-06-12,Grade 2,+18362039257
1751,S01751,donna golden,2014-06-09,Grade 1,+14225611889
1752,S01752,kristen watkins,2017-06-13,Grade 2,+12497165637
1753,S01753,veronica long,2008-07-16,Grade 5,+19266469999
1754,S01754,daniel ortiz,2012-01-28,Grade 1,+16466810206
1755,S01755,aaron johnson,2009-08-08,Grade 5,+12246100344
1756,S01756,nicholas garcia,2015-09-17,Grade 5,+18084278746
1757,S01757,leslie dawson,2017-06-02,Grade 3,+18834076210
1758,S01758,mrs. rebecca avila,2017-03-27,Grade 2,+19268731236
1759,S01759,tyrone richards,2016-06-25,Grade 4,+15374708779
1760,S01760,jacob brown,2014-12-18,Grade 2,+16452012688
1761,S01761,jenna huber,2018-04-05,Grade 4,+19886008364
1762,S01762,thomas ramos,2018-06-11,Grade 3,+16524287697
1763,S01763,christopher daniels,2007-08-15,Grade 3,+16947359666
1764,S01764,felicia russell,2013-08-06,Grade 3,+14875633362
1765,S01765,kimberly carter,2017-04-17,Grade 3,+18438848131
1766,S01766,david love,2015-11-26,Grade 3,+15732061986
1767,S01767,julie lowe,2015-12-09,Grade 4,+18507318613
1768,S01768,tracy davidson,2016-05-13,Grade 4,+17847724204
1769,S01769,carolyn white,2016-08-04,Grade 1,+15593640654
1770,S01770,alan gutierrez,2010-10-15,Grade 1,+18152642722
1771,S01771,erica lopez,2007-07-02,Grade 2,+13197740411
1772,S01772,katie drake,2008-11-13,Grade 2,+17657223971
1773,S01773,michael mitchell,2013-09-13,Grade 4,+19955820569
1774,S01774,leah ingram,2014-11-08,Grade 2,+15482329750
1775,S01775,dustin donaldson,2010-04-02,Grade 5,+15952298685
1776,S01776,scott horn,2010-08-12,Grade 1,+12573063644
1777,S01777,kristin freeman,2013-09-21,Grade 5,+17085848533
1778,S01778,deborah norman,2016-05-19,Grade 1,+14935276028
1779,S01779,amanda morgan,2015-01-07,Grade 4,+14469014439
1780,S01780,mary fox,2010-01-31,Grade 5,+12989896379
1781,S01781,julie vance,2014-09-26,Grade 1,+13644564764
1782,S01782,debra mack,2010-11-24,Grade 2,+12782781510
1783,S01783,patrick camacho,2008-07-04,Grade 3,+14076276199
1784,S01784,regina porter,2017-10-17,Grade 1,+16355878085
1785,S01785,erin richard,2012-01-21,Grade 5,+13878007701
1786,S01786,steven todd,2013-02-18,Grade 2,+16363389370
1787,S01787,steven jones,2012-08-04,Grade 4,+14608834377
1788,S01788,jason perez,2011-02-23,Grade 4,+18396762150
1789,S01789,rick marshall,2018-10-06,Grade 1,+15693220393
1790,S01790,yesenia kelly,2017-07-03,Grade 2,+12146495762
1791,S01791,rachel horton,2009-12-07,Grade 3,+14193210080
1792,S01792,troy gilmore,2006-11-21,Grade 4,+19828331965
1793,S01793,bailey morrow,2010-06-18,Grade 4,+17128451386
1794,S01794,ashley young,2006-03-30,Grade 4,+15264272552
1795,S01795,martin silva,2006-04-22,Grade 1,+13946482737
1796,S01796,jeanne spencer,2008-08-15,Grade 2,+15199151378
1797,S01797,deborah olsen,2012-01-28,Grade 2,+12258440187
1798,S01798,james clark,2016-12-22,Grade 4,+15232556592
1799,S01799,joseph parker,2012-07-08,Grade 2,+15129231714
1800,S01800,robert english,2013-12-15,Grade 3,+16823502794
1801,S01801,natalie johnson,2013-09-03,Grade 2,+14438793659
1802,S01802,kathleen vazquez,2018-11-01,Grade 3,+18932115468
1803,S01803,stephanie whitaker,2016-04-19,Grade 4,+18833199203
1804,S01804,mary watson,2014-04-24,Grade 2,+12969266686
1805,S01805,jacqueline hess,2010-10-13,Grade 4,+13135607662
1806,S01806,tracy bryan,2009-07-13,Grade 1,+19243302545
1807,S01807,joshua johnson,2014-07-18,Grade 1,+12186703200
1808,S01808,alexander booth,2017-11-09,Grade 5,+17593392515
1809,S01809,jared atkinson,2012-03-12,Grade 1,+18554762079
1810,S01810,brandi hernandez,2016-11-20,Grade 3,+16738239052
1811,S01811,mr. travis carter md,2018-08-02,Grade 3,+18996156197
1812,S01812,victoria morales,2011-10-10,Grade 3,+14263117470
1813,S01813,michael smith,2007-08-04,Grade 3,+18249200467
1814,S01814,kirsten sanchez,2014-04-09,Grade 2,+12515047942
1815,S01815,pamela jackson,2017-08-26,Grade 5,+16657949327
1816,S01816,christine watkins,2013-01-03,Grade 3,+14363720839
1817,S01817,alison reid,2010-08-09,Grade 1,+18239514537
1818,S01818,lori davis,2012-05-23,Grade 2,+14048562016
1819,S01819,michael goodwin,2008-03-02,Grade 5,+14473070154
1820,S01820,jennifer rodriguez,2015-02-16,Grade 4,+15624199204
1821,S01821,shannon hernandez,2008-05-21,Grade 1,+17312895545
1822,S01822,amanda armstrong,2018-04-25,Grade 5,+19393657799
1823,S01823,darrell rivera,2017-10-21,Grade 2,+13692834608
1824,S01824,michael wright,2018-11-14,Grade 2,+14984672265
1825,S01825,shawn campbell,2006-12-05,Grade 1,+16845105789
1826,S01826,adam benson,2017-05-17,Grade 3,+18807329831
1827,S01827,kimberly parker,2010-02-24,Grade 2,+19432853117
1828,S01828,diane burton,2008-12-22,Grade 2,+19897647484
1829,S01829,mary johnson,2006-05-06,Grade 5,+13566864022
1830,S01830,cody brown,2012-01-09,Grade 2,+13002839006
1831,S01831,jacqueline gardner,2008-05-14,Grade 4,+13938968563
1832,S01832,amanda pruitt,2009-07-02,Grade 1,+17872326716
1833,S01833,shannon anderson,2010-07-23,Grade 2,+19239642441
1834,S01834,bradley cook,2011-06-02,Grade 1,+18175763287
1835,S01835,jeff young,2013-04-19,Grade 5,+16666990427
1836,S01836,richard mason,2009-04-08,Grade 3,+19464804917
1837,S01837,angela daniels,2015-03-04,Grade 2,+18924516367
1838,S01838,william bond,2008-10-06,Grade 4,+17892558100
1839,S01839,erik perry,2011-11-22,Grade 4,+14039390541
1840,S01840,sarah jenkins,2017-12-13,Grade 5,+13596006787
1841,S01841,jonathan peters,2014-02-11,Grade 5,+16996852259
1842,S01842,tammie watts,2018-11-12,Grade 4,+12843299724
1843,S01843,victoria reid,2014-05-07,Grade 1,+14635150699
1844,S01844,michael mcgee,2014-12-22,Grade 5,+18264318127
1845,S01845,erin beltran,2006-10-05,Grade 2,+17843785762
1846,S01846,cindy wilson,2011-09-03,Grade 5,+16014489343
1847,S01847,alyssa gonzalez,2016-06-11,Grade 1,+15182553986
1848,S01848,cody blake,2018-08-19,Grade 3,+13353379036
1849,S01849,david rodriguez,2008-09-13,Grade 2,+12148639419
1850,S01850,michael briggs,2017-06-16,Grade 1,+15862917952
1851,S01851,kirsten anderson,2009-01-27,Grade 3,+13115414363
1852,S01852,allen moore,2009-03-14,Grade 1,+13118479446
1853,S01853,madison armstrong,2016-07-21,Grade 2,+12173584867
1854,S01854,cheryl watkins,2011-06-01,Grade 3,+12328052189
1855,S01855,john ford,2013-09-19,Grade 3,+17839355900
1856,S01856,robert cook,2009-10-12,Grade 2,+13984576919
1857,S01857,mark foster,2006-04-16,Grade 5,+13277380309
1858,S01858,david garcia,2014-07-31,Grade 5,+19042704254
1859,S01859,michele greene,2014-09-21,Grade 3,+15602532765
1860,S01860,kimberly adams,2007-07-17,Grade 3,+13015691439
1861,S01861,blake owens,2016-09-17,Grade 3,+15375004478
1862,S01862,michael miles,2007-06-12,Grade 5,+14558404458
1863,S01863,nicholas boone,2018-01-05,Grade 2,+14147808175
1864,S01864,maria moreno,2014-11-28,Grade 1,+13083337828
1865,S01865,joshua stout,2010-11-16,Grade 1,+12477712291
1866,S01866,mr. oscar brown,2007-12-11,Grade 3,+15467539728
1867,S01867,anna howard,2015-04-18,Grade 5,+16303880300
1868,S01868,christopher lewis,2019-03-08,Grade 4,+15706205413
1869,S01869,steven washington,2011-02-28,Grade 3,+15869242164
1870,S01870,timothy robinson,2011-02-09,Grade 2,+17636098837
1871,S01871,maria adams md,2018-07-25,Grade 2,+14003932197
1872,S01872,jaime williams,2012-08-30,Grade 5,+14613065313
1873,S01873,brandon price,2013-02-05,Grade 3,+17038220610
1874,S01874,julie horne,2015-11-21,Grade 5,+14155291042
1875,S01875,hannah carlson,2013-09-10,Grade 3,+18613394599
1876,S01876,lisa moore,2014-05-19,Grade 3,+16075615401
1877,S01877,zoe faulkner,2010-08-11,Grade 4,+16517846244
1878,S01878,monica brown,2013-01-10,Grade 2,+17704567008
1879,S01879,michael jackson,2010-12-21,Grade 1,n/a
1880,S01880,emily knox,2010-05-22,Grade 4,+12963502537
1881,S01881,mr. chad odonnell,2009-10-25,Grade 3,+12504020478
1882,S01882,desiree scott,2011-04-08,Grade 1,+17295183663
1883,S01883,laurie myers,2014-01-27,Grade 2,+16432901190
1884,S01884,katrina davis,2008-06-16,Grade 1,+14452450242
1885,S01885,janice wallace,2013-01-16,Grade 4,+14825471486
1886,S01886,ann velazquez,2013-04-16,Grade 1,+17897328344
1887,S01887,kim williams,2014-06-07,Grade 2,+14489803634
1888,S01888,charles swanson,2014-10-07,Grade 3,+12466465476
1889,S01889,julie kelley,2013-12-14,Grade 2,+14306463779
1890,S01890,kara davis,2007-01-04,Grade 2,+14988384957
1891,S01891,bruce higgins,2013-07-10,Grade 1,+14609831356
1892,S01892,lisa martin,2018-06-20,Grade 2,+16685894206
1893,S01893,ronald gordon,2016-09-16,Grade 2,+12706932316
1894,S01894,michelle compton,2017-08-19,Grade 2,+17477273907
1895,S01895,kendra stokes,2013-09-08,Grade 4,+17026657527
1896,S01896,katie burton,2008-07-10,Grade 4,+19907033173
1897,S01897,jennifer reyes,2013-03-17,Grade 4,+16777821900
1898,S01898,diane bryant,2008-09-16,Grade 5,+16507782859
1899,S01899,shawn woodward,2017-09-20,Grade 3,n/a
1900,S01900,cristina barnes,2007-06-30,Grade 5,+15165080814
1901,S01901,blake hunter,2011-07-01,Grade 1,+12843726881
1902,S01902,brandy oliver,2017-08-13,Grade 2,+13295635172
1903,S01903,john hill,2006-05-24,Grade 1,+17782583497
1904,S01904,michael foster,2007-11-18,Grade 4,+16126284310
1905,S01905,emily andrews,2009-04-11,Grade 2,+16015707002
1906,S01906,anne patterson,2014-02-11,Grade 2,+15687830545
1907,S01907,heidi king,2013-01-03,Grade 5,+12738702343
1908,S01908,kristen rangel,2017-12-28,Grade 5,+18443279684
1909,S01909,dennis gilbert,2013-05-31,Grade 3,+16843159923
1910,S01910,robert castro,2011-02-06,Grade 4,+19613011442
1911,S01911,robert garcia,2006-04-29,Grade 3,+15037536544
1912,S01912,katherine horn,2017-04-16,Grade 2,+15264611913
1913,S01913,kristopher berg,2011-01-02,Grade 3,+17558864823
1914,S01914,jeanette bridges,2009-08-10,Grade 1,+12859444377
1915,S01915,keith vasquez,2006-08-28,Grade 5,+16832865939
1916,S01916,robin shaw,2008-05-20,Grade 4,+18632985115
1917,S01917,christina roberts,2008-04-22,Grade 1,+15053957836
1918,S01918,patricia scott,2018-04-19,Grade 3,+14433778106
1919,S01919,james gilbert,2015-02-12,Grade 2,+19329829086
1920,S01920,heather baker,2011-04-22,Grade 1,+14767858343
1921,S01921,connie arnold,2017-02-26,Grade 4,+17713804352
1922,S01922,leslie hampton,2007-08-20,Grade 2,+15607680748
1923,S01923,michael clark,2007-09-08,Grade 4,+18356682443
1924,S01924,christine hernandez,2019-01-27,Grade 1,+15822938070
1925,S01925,george jackson,2008-08-06,Grade 5,+14087244275
1926,S01926,anna davies,2010-03-19,Grade 5,+16929303186
1927,S01927,casey wolf,2006-11-17,Grade 2,+18053895786
1928,S01928,william west,2013-02-05,Grade 1,n/a
1929,S01929,david smith,2008-01-02,Grade 4,+16796166268
1930,S01930,kenneth andrews,2011-10-23,Grade 2,+18925217589
1931,S01931,calvin graham,2007-12-06,Grade 2,+12018743148
1932,S01932,timothy smith,2008-12-04,Grade 5,+13368085355
1933,S01933,monica chavez,2008-04-29,Grade 4,+16969123853
1934,S01934,clarence miller,2011-01-10,Grade 2,+18915650529
1935,S01935,alyssa david,2006-12-23,Grade 4,+19715485040
1936,S01936,ashley walsh,2006-09-28,Grade 2,+15456438793
1937,S01937,stephanie villa,2014-01-14,Grade 1,+16404177726
1938,S01938,jay anderson,2011-08-19,Grade 3,+14199745890
1939,S01939,laurie henry,2014-11-18,Grade 3,+18638583879
1940,S01940,ann bailey,2013-04-28,Grade 5,+18056143905
1941,S01941,rebecca carrillo,2006-06-15,Grade 3,+17338725708
1942,S01942,andrew kim,2014-02-15,Grade 4,+18477117744
1943,S01943,lisa mason,2009-02-10,Grade 2,+17663918326
1944,S01944,justin brown,2014-03-27,Grade 3,+17603119417
1945,S01945,gloria hull,2009-06-30,Grade 5,+17313114204
1946,S01946,christina caldwell,2018-07-07,Grade 5,+15399228463
1947,S01947,kathleen aguilar,2009-01-27,Grade 5,+16745109055
1948,S01948,sherry huff,2014-02-26,Grade 1,+19265232879
1949,S01949,bruce haley,2016-09-13,Grade 4,+14462833320
1950,S01950,timothy malone,2014-02-03,Grade 4,+12567182951
1951,S01951,mark moody,2011-07-27,Grade 5,+13158462156
1952,S01952,kristin green,2017-08-25,Grade 5,+13419395189
1953,S01953,stacy jones,2014-03-19,Grade 5,+12807485552
1954,S01954,adam larson,2007-08-27,Grade 5,+14936723330
1955,S01955,mark sanders,2017-03-01,Grade 4,+19463054682
1956,S01956,kathy patterson,2011-09-02,Grade 2,+15967783948
1957,S01957,kimberly knight,2011-03-01,Grade 2,+18245562950
1958,S01958,douglas wilson,2012-10-16,Grade 2,+18703152388
1959,S01959,mark williams,2010-03-27,Grade 2,+17734325448
1960,S01960,ashley durham,2009-09-14,Grade 5,+19509608074
1961,S01961,marie cole,2016-11-27,Grade 5,+16472982463
1962,S01962,janice brown,2011-03-12,Grade 1,+12812214821
1963,S01963,victoria wright,2010-01-12,Grade 3,+12584458955
1964,S01964,jennifer pham,2007-08-11,Grade 3,+12738208303
1965,S01965,james smith,2011-02-24,Grade 4,+19046424815
1966,S01966,jamie davis,2018-10-12,Grade 5,+16908722815
1967,S01967,matthew ritter,2007-10-21,Grade 4,+18729053312
1968,S01968,stephanie wright,2016-05-25,Grade 5,+16224557850
1969,S01969,michael johnson,2007-04-05,Grade 4,+17785836250
1970,S01970,miranda parsons,2009-01-23,Grade 4,+14879078924
1971,S01971,tracy gray,2011-04-24,Grade 4,+12129817608
1972,S01972,tracy holloway,2018-09-09,Grade 2,+18405741425
1973,S01973,justin diaz,2016-12-12,Grade 5,+12679274862
1974,S01974,amanda williams,2012-03-25,Grade 3,+14539782349
1975,S01975,kathryn baker,2010-07-12,Grade 3,+16144323754
1976,S01976,christina lane,2011-05-06,Grade 4,+15063177318
1977,S01977,haley koch,2010-02-15,Grade 1,+19707044085
1978,S01978,crystal newton,2012-07-29,Grade 3,+16837138380
1979,S01979,benjamin vasquez,2018-12-18,Grade 2,+19902161612
1980,S01980,dawn freeman,2015-01-26,Grade 2,+16818008554
1981,S01981,brittany ballard,2013-06-12,Grade 4,+18877864245
1982,S01982,matthew henson,2017-02-24,Grade 5,+18387076329
1983,S01983,richard chambers,2008-06-17,Grade 3,+15679592864
1984,S01984,albert townsend,2009-03-21,Grade 4,+15574492480
1985,S01985,robert hayes,2016-05-31,Grade 4,+18584955685
1986,S01986,rhonda wallace,2017-06-30,Grade 3,+16309004106
1987,S01987,virginia miller,2014-08-23,Grade 2,+19755212484
1988,S01988,matthew davis,2011-03-29,Grade 2,+19327634030
1989,S01989,allison edwards,2016-08-02,Grade 3,+19656499928
1990,S01990,ashley bradley,2018-01-03,Grade 4,+18304374696
1991,S01991,dawn fitzgerald,2014-03-24,Grade 1,+13448748951
1992,S01992,joseph knight,2013-09-06,Grade 5,+18644880639
1993,S01993,joshua murray,2012-06-13,Grade 2,+12686857790
1994,S01994,robert vazquez,2006-12-04,Grade 1,+13113030138
1995,S01995,morgan morgan,2015-01-16,Grade 2,+14579303499
1996,S01996,madison robinson,2008-10-20,Grade 1,+17925841350
1997,S01997,mark sutton,2008-04-25,Grade 2,+19544044447
1998,S01998,jennifer soto,2010-05-18,Grade 1,+13922540386
1999,S01999,charles summers,2009-07-05,Grade 2,+15689580554
2000,S02000,zachary meza,2009-05-10,Grade 3,+18085608267
2001,S02001,brian moore,2015-08-09,Grade 3,+13986618313
2002,S02002,sean mayer,2008-12-20,Grade 2,+19464750899
2003,S02003,ryan mendez,2010-11-29,Grade 5,+18519916452
2004,S02004,michael bernard,2009-02-02,Grade 2,+15582062119
2005,S02005,jody walton,2012-12-01,Grade 5,+12643115606
2006,S02006,cynthia rogers,2012-08-28,Grade 2,+14345297117
2007,S02007,alexander crosby phd,2010-01-15,Grade 5,n/a
2008,S02008,michael warren,2011-10-31,Grade 4,+14773821082
2009,S02009,larry park,2013-04-12,Grade 4,+14695162072
2010,S02010,lisa nelson,2009-11-03,Grade 3,+16355062150
2011,S02011,logan johnson,2016-07-26,Grade 5,+14558719917
2012,S02012,kim sanchez,2014-06-18,Grade 1,+12424119782
2013,S02013,joseph stanley,2016-09-13,Grade 4,+16668181474
2014,S02014,chase murray,2008-02-26,Grade 1,+17975251595
2015,S02015,natalie lee,2012-08-11,Grade 3,+16977984873
2016,S02016,paul mayer,2016-09-07,Grade 2,+12683208414
2017,S02017,juan schmidt,2018-03-31,Grade 5,+18376327102
2018,S02018,allison cole,2018-03-31,Grade 1,+14249735248
2019,S02019,savannah keller,2014-11-03,Grade 1,+19399982344
2020,S02020,brian stevens,2017-06-22,Grade 4,+16972209685
2021,S02021,julia perkins,2009-02-23,Grade 5,+13833604973
2022,S02022,scott griffin,2018-07-31,Grade 5,+16976694016
2023,S02023,kenneth fowler,2009-11-08,Grade 2,+17577518085
2024,S02024,vickie wallace,2009-11-26,Grade 5,+15199001799
2025,S02025,dillon boyer,2014-03-16,Grade 2,+17594834016
2026,S02026,jeremiah kennedy,2006-06-16,Grade 3,n/a
